time_iso8601,stars_cumulative
2021-01-29 00:00:00+00:00,624
2021-02-01 00:00:00+00:00,625
2021-02-02 00:00:00+00:00,626
2021-02-03 00:00:00+00:00,627
2021-02-04 00:00:00+00:00,629
2021-02-05 00:00:00+00:00,632
2021-02-07 00:00:00+00:00,633
2021-02-15 00:00:00+00:00,634
2021-02-18 00:00:00+00:00,635
2021-02-22 00:00:00+00:00,636
2021-02-23 00:00:00+00:00,637
2021-02-26 00:00:00+00:00,639
2021-02-28 00:00:00+00:00,640
2021-03-01 00:00:00+00:00,641
2021-03-02 00:00:00+00:00,643
2021-03-07 00:00:00+00:00,644
2021-03-11 00:00:00+00:00,645
2021-03-12 00:00:00+00:00,646
2021-03-14 00:00:00+00:00,647
2021-03-16 00:00:00+00:00,648
2021-03-17 00:00:00+00:00,649
2021-03-22 00:00:00+00:00,650
2021-03-26 00:00:00+00:00,651
2021-03-30 00:00:00+00:00,652
2021-04-06 00:00:00+00:00,654
2021-04-07 00:00:00+00:00,655
2021-04-11 00:00:00+00:00,657
2021-04-12 00:00:00+00:00,659
2021-04-13 00:00:00+00:00,661
2021-04-14 00:00:00+00:00,662
2021-04-17 00:00:00+00:00,663
2021-04-18 00:00:00+00:00,664
2021-04-20 00:00:00+00:00,665
2021-04-25 00:00:00+00:00,666
2021-04-29 00:00:00+00:00,667
2021-04-30 00:00:00+00:00,668
2021-05-05 00:00:00+00:00,669
2021-05-06 00:00:00+00:00,670
2021-05-08 00:00:00+00:00,672
2021-05-09 00:00:00+00:00,673
2021-05-13 00:00:00+00:00,674
2021-05-17 00:00:00+00:00,675
2021-05-18 00:00:00+00:00,677
2021-05-19 00:00:00+00:00,678
2021-05-20 00:00:00+00:00,679
2021-05-25 00:00:00+00:00,680
2021-05-26 00:00:00+00:00,681
2021-05-27 00:00:00+00:00,682
2021-05-30 00:00:00+00:00,683
2021-05-31 00:00:00+00:00,685
2021-06-04 00:00:00+00:00,686
2021-06-08 00:00:00+00:00,687
2021-06-09 00:00:00+00:00,688
2021-06-11 00:00:00+00:00,689
2021-06-14 00:00:00+00:00,691
2021-06-16 00:00:00+00:00,692
2021-06-17 00:00:00+00:00,693
2021-06-18 00:00:00+00:00,694
2021-06-22 00:00:00+00:00,695
2021-06-23 00:00:00+00:00,696
2021-06-25 00:00:00+00:00,699
2021-06-30 00:00:00+00:00,700
2021-07-02 00:00:00+00:00,701
2021-07-07 00:00:00+00:00,702
2021-07-14 00:00:00+00:00,703
2021-07-15 00:00:00+00:00,704
2021-07-17 00:00:00+00:00,705
2021-07-20 00:00:00+00:00,706
2021-07-26 00:00:00+00:00,708
2021-07-27 00:00:00+00:00,709
2021-07-29 00:00:00+00:00,710
2021-08-07 00:00:00+00:00,711
2021-08-18 00:00:00+00:00,712
2021-08-19 00:00:00+00:00,713
2021-08-20 00:00:00+00:00,714
2021-08-23 00:00:00+00:00,715
2021-08-24 00:00:00+00:00,716
2021-08-25 00:00:00+00:00,717
2021-08-27 00:00:00+00:00,718
2021-08-28 00:00:00+00:00,719
2021-08-30 00:00:00+00:00,722
2021-08-31 00:00:00+00:00,723
2021-09-01 00:00:00+00:00,724
2021-09-09 00:00:00+00:00,725
2021-09-11 00:00:00+00:00,727
2021-09-17 00:00:00+00:00,728
2021-09-27 00:00:00+00:00,729
2021-09-28 00:00:00+00:00,731
2021-09-29 00:00:00+00:00,732
2021-10-03 00:00:00+00:00,733
2021-10-04 00:00:00+00:00,734
2021-10-05 00:00:00+00:00,735
2021-10-07 00:00:00+00:00,736
2021-10-11 00:00:00+00:00,737
2021-10-12 00:00:00+00:00,738
2021-10-15 00:00:00+00:00,740
2021-10-16 00:00:00+00:00,741
2021-10-19 00:00:00+00:00,743
2021-10-20 00:00:00+00:00,745
2021-10-22 00:00:00+00:00,746
2021-10-29 00:00:00+00:00,747
2021-11-01 00:00:00+00:00,748
2021-11-02 00:00:00+00:00,749
2021-11-05 00:00:00+00:00,750
2021-11-10 00:00:00+00:00,751
2021-11-12 00:00:00+00:00,754
2021-11-15 00:00:00+00:00,755
2021-11-19 00:00:00+00:00,756
2021-11-23 00:00:00+00:00,757
2021-11-24 00:00:00+00:00,758
2021-11-27 00:00:00+00:00,759
2021-12-02 00:00:00+00:00,760
2021-12-06 00:00:00+00:00,762
2021-12-13 00:00:00+00:00,763
2021-12-14 00:00:00+00:00,764
2021-12-16 00:00:00+00:00,765
2022-01-06 00:00:00+00:00,766
2022-01-10 00:00:00+00:00,767
2022-01-18 00:00:00+00:00,768
2022-01-19 00:00:00+00:00,770
2022-01-28 00:00:00+00:00,771
2022-02-01 00:00:00+00:00,772
2022-02-03 00:00:00+00:00,773
2022-02-06 00:00:00+00:00,774
2022-02-07 00:00:00+00:00,775
2022-02-11 00:00:00+00:00,776
2022-02-15 00:00:00+00:00,777
2022-02-17 00:00:00+00:00,778
2022-02-18 00:00:00+00:00,779
2022-02-24 00:00:00+00:00,780
2022-02-25 00:00:00+00:00,781
2022-02-28 00:00:00+00:00,782
2022-03-01 00:00:00+00:00,783
2022-03-02 00:00:00+00:00,784
