referrer,views_total,views_unique
Google,2990,1070
github.com,232,76
Bing,204,80
cn.bing.com,133,60
stnava.github.io,101,58
chatgpt.com,95,37
m0d3pt.aitianhu6.top,74,3
DuckDuckGo,45,20
sourceforge.net,38,21
search.brave.com,38,12
