referrer,views_total,views_unique
Google,2682,796
stnava.github.io,529,140
github.com,213,73
Bing,119,43
cn.bing.com,100,41
sourceforge.net,70,36
link.zhihu.com,48,24
andysbrainbook.readthedocs.io,46,23
dataportal.brainminds.jp,32,13
DuckDuckGo,29,8
