time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-05 00:00:00+00:00,16,11,577,209
2024-12-06 00:00:00+00:00,18,15,478,177
2024-12-07 00:00:00+00:00,12,11,246,93
2024-12-08 00:00:00+00:00,14,8,169,79
2024-12-09 00:00:00+00:00,15,15,613,212
2024-12-10 00:00:00+00:00,24,20,690,237
2024-12-11 00:00:00+00:00,30,20,552,201
2024-12-12 00:00:00+00:00,39,22,548,207
2024-12-13 00:00:00+00:00,25,19,549,185
2024-12-14 00:00:00+00:00,20,11,226,69
2024-12-15 00:00:00+00:00,26,18,284,89
2024-12-16 00:00:00+00:00,20,14,616,186
2024-12-17 00:00:00+00:00,26,15,616,187
2024-12-18 00:00:00+00:00,15,7,559,208
