time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,81,62,370,188
2026-01-31 00:00:00+00:00,68,42,132,81
2026-02-01 00:00:00+00:00,184,163,182,89
2026-02-02 00:00:00+00:00,77,55,493,209
2026-02-03 00:00:00+00:00,73,51,521,229
2026-02-04 00:00:00+00:00,91,42,388,190
2026-02-05 00:00:00+00:00,87,59,526,221
2026-02-06 00:00:00+00:00,159,73,403,208
2026-02-07 00:00:00+00:00,63,41,237,85
2026-02-08 00:00:00+00:00,93,44,173,83
2026-02-09 00:00:00+00:00,57,41,344,166
2026-02-10 00:00:00+00:00,49,34,394,178
2026-02-11 00:00:00+00:00,333,283,370,203
2026-02-12 00:00:00+00:00,61,43,399,190
