referrer,views_total,views_unique
Google,3010,887
stnava.github.io,381,133
github.com,332,95
Bing,315,93
cn.bing.com,98,33
sourceforge.net,89,31
dataportal.brainminds.jp,59,19
link.zhihu.com,45,11
andysbrainbook.readthedocs.io,43,29
DuckDuckGo,42,14
