referrer,views_total,views_unique
Google,3125,734
stnava.github.io,550,163
github.com,204,77
sourceforge.net,130,36
cn.bing.com,85,38
dataportal.brainminds.jp,79,14
Bing,66,35
link.zhihu.com,51,21
DuckDuckGo,38,19
andysbrainbook.readthedocs.io,36,18
