time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,74,48,350,160
2025-08-22 00:00:00+00:00,85,55,384,155
2025-08-23 00:00:00+00:00,69,33,119,48
2025-08-24 00:00:00+00:00,41,20,86,48
2025-08-25 00:00:00+00:00,82,47,407,175
2025-08-26 00:00:00+00:00,92,57,365,169
2025-08-27 00:00:00+00:00,56,40,359,155
2025-08-28 00:00:00+00:00,58,37,435,178
2025-08-29 00:00:00+00:00,71,51,369,144
2025-08-30 00:00:00+00:00,42,28,144,62
2025-08-31 00:00:00+00:00,54,25,135,54
2025-09-01 00:00:00+00:00,188,163,470,142
2025-09-02 00:00:00+00:00,78,49,475,177
2025-09-03 00:00:00+00:00,44,30,515,170
