time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-23 00:00:00+00:00,114,78,407,175
2025-05-24 00:00:00+00:00,63,34,225,83
2025-05-25 00:00:00+00:00,49,36,123,69
2025-05-26 00:00:00+00:00,73,45,359,175
2025-05-27 00:00:00+00:00,76,51,528,198
2025-05-28 00:00:00+00:00,114,75,536,199
2025-05-29 00:00:00+00:00,126,79,486,175
2025-05-30 00:00:00+00:00,142,88,521,194
2025-05-31 00:00:00+00:00,46,32,180,66
2025-06-01 00:00:00+00:00,133,101,163,74
2025-06-02 00:00:00+00:00,94,60,494,186
2025-06-03 00:00:00+00:00,83,53,556,214
2025-06-04 00:00:00+00:00,95,56,478,185
2025-06-05 00:00:00+00:00,106,52,574,193
