time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,118,80,241,129
2026-08-11 00:00:00+00:00,81,47,249,128
2026-08-12 00:00:00+00:00,141,117,329,144
2026-08-13 00:00:00+00:00,184,142,222,112
2026-08-14 00:00:00+00:00,144,112,175,99
2026-08-15 00:00:00+00:00,98,43,95,47
2026-08-16 00:00:00+00:00,105,77,77,57
2026-08-17 00:00:00+00:00,150,81,259,106
2026-08-18 00:00:00+00:00,90,71,224,130
2026-08-19 00:00:00+00:00,272,177,250,149
2026-08-20 00:00:00+00:00,127,87,333,160
2026-08-21 00:00:00+00:00,874,208,244,126
2026-08-22 00:00:00+00:00,1737,167,124,69
2026-08-23 00:00:00+00:00,136,87,106,57
