time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,44,31,78,47
2025-06-30 00:00:00+00:00,93,72,508,209
2025-07-01 00:00:00+00:00,158,122,577,220
2025-07-02 00:00:00+00:00,77,54,490,214
2025-07-03 00:00:00+00:00,81,58,542,214
2025-07-04 00:00:00+00:00,79,56,319,147
2025-07-05 00:00:00+00:00,56,37,198,77
2025-07-06 00:00:00+00:00,66,44,191,83
2025-07-07 00:00:00+00:00,90,50,518,208
2025-07-08 00:00:00+00:00,97,62,477,193
2025-07-09 00:00:00+00:00,81,58,500,202
2025-07-10 00:00:00+00:00,75,57,465,197
2025-07-11 00:00:00+00:00,86,65,439,196
2025-07-12 00:00:00+00:00,48,44,193,73
