time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-08 00:00:00+00:00,89,41,332,167
2026-01-09 00:00:00+00:00,135,88,336,158
2026-01-10 00:00:00+00:00,63,31,134,63
2026-01-11 00:00:00+00:00,65,35,144,86
2026-01-12 00:00:00+00:00,76,42,375,189
2026-01-13 00:00:00+00:00,76,44,444,223
2026-01-14 00:00:00+00:00,117,78,479,219
2026-01-15 00:00:00+00:00,202,171,437,207
2026-01-16 00:00:00+00:00,114,66,396,176
2026-01-17 00:00:00+00:00,45,26,190,90
2026-01-18 00:00:00+00:00,44,27,164,89
2026-01-19 00:00:00+00:00,95,52,401,198
2026-01-20 00:00:00+00:00,72,52,459,189
2026-01-21 00:00:00+00:00,82,55,539,232
