referrer,views_total,views_unique
Google,2949,818
stnava.github.io,524,173
github.com,221,68
Bing,135,52
sourceforge.net,74,40
cn.bing.com,71,23
DuckDuckGo,62,12
andysbrainbook.readthedocs.io,43,23
search.brave.com,36,5
dataportal.brainminds.jp,32,10
