referrer,views_total,views_unique
Google,781,455
github.com,354,148
Bing,110,70
chatgpt.com,76,37
stnava.github.io,24,13
sourceforge.net,19,7
ecosia.org,16,1
DuckDuckGo,15,7
andysbrainbook.readthedocs.io,11,7
dataportal.brainminds.jp,11,4
