referrer,views_total,views_unique
Google,2747,777
stnava.github.io,543,151
github.com,195,81
Bing,133,45
cn.bing.com,97,46
sourceforge.net,80,37
DuckDuckGo,61,16
link.zhihu.com,58,26
andysbrainbook.readthedocs.io,44,22
dataportal.brainminds.jp,36,17
