time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,38,26,235,95
2025-12-26 00:00:00+00:00,52,39,211,106
2025-12-27 00:00:00+00:00,28,18,105,56
2025-12-28 00:00:00+00:00,35,19,141,75
2025-12-29 00:00:00+00:00,45,30,248,111
2025-12-30 00:00:00+00:00,40,30,266,121
2025-12-31 00:00:00+00:00,28,24,140,71
2026-01-01 00:00:00+00:00,158,143,129,72
2026-01-02 00:00:00+00:00,223,104,188,90
2026-01-03 00:00:00+00:00,269,96,159,79
2026-01-04 00:00:00+00:00,252,98,183,105
2026-01-05 00:00:00+00:00,74,47,267,141
2026-01-06 00:00:00+00:00,96,65,367,175
2026-01-07 00:00:00+00:00,73,38,400,158
