referrer,views_total,views_unique
Google,694,403
github.com,380,150
Bing,98,69
chatgpt.com,66,37
stnava.github.io,50,19
dataportal.brainminds.jp,14,7
DuckDuckGo,13,7
andysbrainbook.readthedocs.io,10,9
search.brave.com,9,7
teams.public.onecdn.static.microsoft,9,4
