time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-19 00:00:00+00:00,558,122,959,217
2024-03-20 00:00:00+00:00,437,86,708,213
2024-03-21 00:00:00+00:00,452,107,640,198
2024-03-22 00:00:00+00:00,436,94,446,162
2024-03-23 00:00:00+00:00,395,57,180,71
2024-03-24 00:00:00+00:00,226,67,222,76
2024-03-25 00:00:00+00:00,98,74,730,194
2024-03-26 00:00:00+00:00,117,88,755,227
2024-03-27 00:00:00+00:00,105,79,791,233
2024-03-28 00:00:00+00:00,86,67,601,196
2024-03-29 00:00:00+00:00,80,59,569,151
2024-03-30 00:00:00+00:00,69,55,234,77
2024-03-31 00:00:00+00:00,62,51,146,63
2024-04-01 00:00:00+00:00,145,126,711,145
