time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,124,92,841,228
2024-04-23 00:00:00+00:00,122,90,846,212
2024-04-24 00:00:00+00:00,113,86,796,212
2024-04-25 00:00:00+00:00,115,91,652,185
2024-04-26 00:00:00+00:00,120,85,743,202
2024-04-27 00:00:00+00:00,91,71,237,68
2024-04-28 00:00:00+00:00,96,75,257,89
2024-04-29 00:00:00+00:00,200,164,694,202
2024-04-30 00:00:00+00:00,122,90,731,204
2024-05-01 00:00:00+00:00,182,153,530,144
2024-05-02 00:00:00+00:00,303,251,684,157
2024-05-03 00:00:00+00:00,168,118,548,151
2024-05-04 00:00:00+00:00,84,69,179,62
2024-05-05 00:00:00+00:00,87,67,185,47
