time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-18 00:00:00+00:00,90,71,224,130
2026-08-19 00:00:00+00:00,272,177,250,149
2026-08-20 00:00:00+00:00,127,87,333,160
2026-08-21 00:00:00+00:00,874,208,244,126
2026-08-22 00:00:00+00:00,1737,167,124,69
2026-08-23 00:00:00+00:00,136,87,106,57
2026-08-24 00:00:00+00:00,265,170,311,124
2026-08-25 00:00:00+00:00,394,103,228,127
2026-08-26 00:00:00+00:00,88,42,212,119
2026-08-27 00:00:00+00:00,174,72,243,136
2026-08-28 00:00:00+00:00,120,97,169,111
2026-08-29 00:00:00+00:00,71,54,65,51
2026-08-30 00:00:00+00:00,62,47,76,55
2026-08-31 00:00:00+00:00,344,236,243,92
