referrer,views_total,views_unique
Google,3588,918
stnava.github.io,572,161
github.com,299,99
Bing,254,64
sourceforge.net,118,48
DuckDuckGo,82,24
andysbrainbook.readthedocs.io,55,27
cn.bing.com,44,30
Baidu,43,9
neurostars.org,29,11
