referrer,views_total,views_unique
Google,2748,793
stnava.github.io,483,167
github.com,270,70
Bing,126,43
sourceforge.net,107,50
DuckDuckGo,50,14
search.lilo.org,50,2
andysbrainbook.readthedocs.io,45,22
cn.bing.com,45,19
nature.com,41,2
