referrer,views_total,views_unique
Google,3210,965
stnava.github.io,570,177
github.com,524,134
Bing,195,78
cn.bing.com,162,64
andysbrainbook.readthedocs.io,98,40
sourceforge.net,83,32
DuckDuckGo,56,21
chat.openai.com,42,22
dataportal.brainminds.jp,41,13
