time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-09 00:00:00+00:00,65,38,502,161
2023-10-10 00:00:00+00:00,75,43,668,212
2023-10-11 00:00:00+00:00,140,98,553,197
2023-10-12 00:00:00+00:00,96,66,720,179
2023-10-13 00:00:00+00:00,84,47,556,170
2023-10-14 00:00:00+00:00,40,26,232,76
2023-10-15 00:00:00+00:00,101,86,180,65
2023-10-16 00:00:00+00:00,97,47,755,189
2023-10-17 00:00:00+00:00,89,55,672,216
2023-10-18 00:00:00+00:00,100,53,751,199
2023-10-19 00:00:00+00:00,77,54,809,210
2023-10-20 00:00:00+00:00,69,41,578,190
2023-10-21 00:00:00+00:00,32,22,297,68
2023-10-22 00:00:00+00:00,33,21,221,71
