url_path,views_total,views_unique
/ANTsX/ANTs,1112,566
/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS,750,340
/ANTsX/ANTs/wiki/Anatomy-of-an-antsRegistration-call,272,152
/ANTsX/ANTs/releases,271,164
/ANTsX/ANTs/issues,193,70
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyN.sh,192,71
/ANTsX/ANTs/wiki,177,97
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyNQuick.sh,159,35
/ANTsX/ANTs/tree/master/Scripts,154,49
/ANTsX/ANTs/tree/master/Examples,153,49
