time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-01 00:00:00+00:00,154,135,730,149
2024-04-02 00:00:00+00:00,123,95,797,212
2024-04-03 00:00:00+00:00,147,129,688,206
2024-04-04 00:00:00+00:00,151,127,599,191
2024-04-05 00:00:00+00:00,104,61,721,163
2024-04-06 00:00:00+00:00,69,48,238,65
2024-04-07 00:00:00+00:00,55,47,360,81
2024-04-08 00:00:00+00:00,93,70,666,197
2024-04-09 00:00:00+00:00,109,73,538,210
2024-04-10 00:00:00+00:00,110,91,932,212
2024-04-11 00:00:00+00:00,113,85,1139,247
2024-04-12 00:00:00+00:00,129,99,795,213
2024-04-13 00:00:00+00:00,143,134,242,85
2024-04-14 00:00:00+00:00,213,177,382,104
