referrer,views_total,views_unique
Google,2731,1049
github.com,309,82
Bing,186,73
stnava.github.io,132,64
chatgpt.com,114,57
cn.bing.com,98,41
DuckDuckGo,47,18
andysbrainbook.readthedocs.io,38,19
nl.search.yahoo.com,37,1
sourceforge.net,34,13
