time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,63,21,466,160
2024-06-29 00:00:00+00:00,34,18,156,68
2024-06-30 00:00:00+00:00,16,12,211,77
2024-07-01 00:00:00+00:00,39,25,739,206
2024-07-02 00:00:00+00:00,17,17,742,232
2024-07-03 00:00:00+00:00,14,10,881,239
2024-07-04 00:00:00+00:00,25,19,471,159
2024-07-05 00:00:00+00:00,37,27,485,158
2024-07-06 00:00:00+00:00,16,14,141,66
2024-07-07 00:00:00+00:00,12,10,150,57
2024-07-08 00:00:00+00:00,12,12,618,203
2024-07-09 00:00:00+00:00,22,16,674,213
2024-07-10 00:00:00+00:00,21,17,525,196
2024-07-11 00:00:00+00:00,29,11,599,196
