referrer,views_total,views_unique
Google,3066,865
stnava.github.io,305,120
github.com,280,85
Bing,214,85
cn.bing.com,182,71
sourceforge.net,128,35
DuckDuckGo,100,22
chatgpt.com,69,31
link.csdn.net,60,23
discourse.slicer.org,36,2
