referrer,views_total,views_unique
Google,2849,905
stnava.github.io,690,200
github.com,435,84
Bing,144,43
sourceforge.net,124,54
DuckDuckGo,67,22
link.zhihu.com,65,21
cn.bing.com,36,21
Baidu,30,5
andysbrainbook.readthedocs.io,24,14
