referrer,views_total,views_unique
Google,2550,978
github.com,301,70
Bing,172,71
chatgpt.com,114,54
stnava.github.io,113,60
cn.bing.com,87,41
DuckDuckGo,38,16
sourceforge.net,35,14
andysbrainbook.readthedocs.io,32,17
nl.search.yahoo.com,30,1
