referrer,views_total,views_unique
Google,2879,918
stnava.github.io,316,99
github.com,275,80
Bing,209,71
cn.bing.com,101,46
DuckDuckGo,56,23
chatgpt.com,51,23
dataportal.brainminds.jp,50,15
andysbrainbook.readthedocs.io,39,23
sourceforge.net,31,15
