time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,172,127,200,106
2026-05-13 00:00:00+00:00,153,84,217,114
2026-05-14 00:00:00+00:00,93,55,149,93
2026-05-15 00:00:00+00:00,85,49,199,98
2026-05-16 00:00:00+00:00,55,34,120,53
2026-05-17 00:00:00+00:00,43,29,82,59
2026-05-18 00:00:00+00:00,96,58,167,101
2026-05-19 00:00:00+00:00,88,44,157,102
2026-05-20 00:00:00+00:00,113,65,172,106
2026-05-21 00:00:00+00:00,112,60,176,100
2026-05-22 00:00:00+00:00,117,71,231,110
2026-05-23 00:00:00+00:00,95,67,84,57
2026-05-24 00:00:00+00:00,80,52,138,78
2026-05-25 00:00:00+00:00,80,50,196,96
