time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,112,64,651,253
2025-02-26 00:00:00+00:00,96,66,736,267
2025-02-27 00:00:00+00:00,107,68,630,199
2025-02-28 00:00:00+00:00,90,64,547,193
2025-03-01 00:00:00+00:00,154,136,200,82
2025-03-02 00:00:00+00:00,112,102,269,98
2025-03-03 00:00:00+00:00,108,85,604,230
2025-03-04 00:00:00+00:00,159,108,639,237
2025-03-05 00:00:00+00:00,167,98,715,270
2025-03-06 00:00:00+00:00,245,196,712,250
2025-03-07 00:00:00+00:00,105,63,539,217
2025-03-08 00:00:00+00:00,43,25,155,76
2025-03-09 00:00:00+00:00,56,34,157,75
2025-03-10 00:00:00+00:00,85,44,528,211
