referrer,views_total,views_unique
Google,2959,1004
github.com,400,89
Bing,176,75
stnava.github.io,141,83
chatgpt.com,94,47
cn.bing.com,94,46
sourceforge.net,89,21
DuckDuckGo,38,15
andysbrainbook.readthedocs.io,29,18
search.brave.com,27,5
