referrer,views_total,views_unique
Google,2956,915
github.com,467,85
stnava.github.io,279,127
Bing,204,69
cn.bing.com,137,67
DuckDuckGo,74,20
chatgpt.com,72,23
sourceforge.net,58,23
dataportal.brainminds.jp,36,14
andysbrainbook.readthedocs.io,28,14
