referrer,views_total,views_unique
Google,822,474
github.com,349,173
Bing,70,42
chatgpt.com,30,25
stnava.github.io,29,23
andysbrainbook.readthedocs.io,22,11
DuckDuckGo,18,12
apertureneuro.org,13,1
qwant.com,9,3
ecosia.org,8,3
