referrer,views_total,views_unique
Google,3481,932
stnava.github.io,587,169
github.com,346,99
Bing,265,68
sourceforge.net,110,46
cn.bing.com,94,36
DuckDuckGo,92,24
andysbrainbook.readthedocs.io,64,31
Baidu,43,9
neurostars.org,29,11
