time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-18 00:00:00+00:00,143,64,492,187
2025-06-19 00:00:00+00:00,245,60,387,168
2025-06-20 00:00:00+00:00,141,79,381,167
2025-06-21 00:00:00+00:00,99,34,158,62
2025-06-22 00:00:00+00:00,35,23,111,56
2025-06-23 00:00:00+00:00,176,119,502,190
2025-06-24 00:00:00+00:00,77,53,505,188
2025-06-25 00:00:00+00:00,196,136,473,185
2025-06-26 00:00:00+00:00,143,96,562,189
2025-06-27 00:00:00+00:00,80,54,354,159
2025-06-28 00:00:00+00:00,41,26,141,55
2025-06-29 00:00:00+00:00,44,31,78,47
2025-06-30 00:00:00+00:00,93,72,508,209
2025-07-01 00:00:00+00:00,147,119,572,216
