referrer,views_total,views_unique
Google,2514,728
stnava.github.io,523,146
github.com,199,79
Bing,127,42
cn.bing.com,98,48
sourceforge.net,76,33
DuckDuckGo,60,16
link.zhihu.com,53,23
andysbrainbook.readthedocs.io,44,20
dataportal.brainminds.jp,36,17
