referrer,views_total,views_unique
Google,3543,1187
github.com,283,94
Bing,237,97
cn.bing.com,182,81
stnava.github.io,136,75
chatgpt.com,89,44
ecosia.org,52,12
link.csdn.net,43,21
DuckDuckGo,41,22
search.brave.com,35,9
