time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-04 00:00:00+00:00,91,42,388,190
2026-02-05 00:00:00+00:00,87,59,526,221
2026-02-06 00:00:00+00:00,159,73,403,208
2026-02-07 00:00:00+00:00,63,41,237,85
2026-02-08 00:00:00+00:00,93,44,173,83
2026-02-09 00:00:00+00:00,57,41,344,166
2026-02-10 00:00:00+00:00,49,34,394,178
2026-02-11 00:00:00+00:00,333,283,370,203
2026-02-12 00:00:00+00:00,61,43,399,190
2026-02-13 00:00:00+00:00,88,59,231,129
2026-02-14 00:00:00+00:00,47,32,117,78
2026-02-15 00:00:00+00:00,190,153,94,57
2026-02-16 00:00:00+00:00,64,47,188,108
2026-02-17 00:00:00+00:00,49,40,337,146
