referrer,views_total,views_unique
Google,2147,856
Bing,203,72
stnava.github.io,186,63
chatgpt.com,128,48
github.com,125,62
cn.bing.com,87,49
mp.csdn.net,44,1
DuckDuckGo,30,13
search.brave.com,23,7
sourceforge.net,23,6
