referrer,views_total,views_unique
Google,1878,482
stnava.github.io,464,133
github.com,272,66
Bing,154,49
sourceforge.net,79,27
cn.bing.com,68,28
dataportal.brainminds.jp,56,11
link.zhihu.com,50,17
andysbrainbook.readthedocs.io,35,11
DuckDuckGo,30,9
