referrer,views_total,views_unique
Google,2090,577
stnava.github.io,498,145
github.com,275,72
Bing,158,50
cn.bing.com,116,48
sourceforge.net,91,30
link.zhihu.com,59,22
andysbrainbook.readthedocs.io,48,17
dataportal.brainminds.jp,46,11
DuckDuckGo,33,9
