time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-04 00:00:00+00:00,34,27,622,220
2024-11-05 00:00:00+00:00,23,18,522,227
2024-11-06 00:00:00+00:00,22,14,537,197
2024-11-07 00:00:00+00:00,32,19,631,223
2024-11-08 00:00:00+00:00,32,25,471,201
2024-11-09 00:00:00+00:00,18,15,195,78
2024-11-10 00:00:00+00:00,23,15,288,100
2024-11-11 00:00:00+00:00,27,20,541,202
2024-11-12 00:00:00+00:00,23,17,611,230
2024-11-13 00:00:00+00:00,16,14,512,201
2024-11-14 00:00:00+00:00,21,15,538,223
2024-11-15 00:00:00+00:00,10,7,598,199
2024-11-16 00:00:00+00:00,4,4,138,65
2024-11-17 00:00:00+00:00,6,6,186,83
