time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-07 00:00:00+00:00,87,67,343,189
2025-11-08 00:00:00+00:00,44,39,142,86
2025-11-09 00:00:00+00:00,60,38,222,103
2025-11-10 00:00:00+00:00,108,68,544,236
2025-11-11 00:00:00+00:00,101,75,436,191
2025-11-12 00:00:00+00:00,82,55,485,210
2025-11-13 00:00:00+00:00,89,55,471,217
2025-11-14 00:00:00+00:00,99,71,473,197
2025-11-15 00:00:00+00:00,160,145,131,79
2025-11-16 00:00:00+00:00,26,20,140,92
2025-11-17 00:00:00+00:00,72,50,449,187
2025-11-18 00:00:00+00:00,156,127,433,229
2025-11-19 00:00:00+00:00,67,48,467,219
2025-11-20 00:00:00+00:00,52,31,456,196
