url_path,views_total,views_unique
/ANTsX/ANTs,944,530
/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS,458,253
/ANTsX/ANTs/releases,209,132
/ANTsX/ANTs/wiki/Anatomy-of-an-antsRegistration-call,208,133
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyNQuick.sh,157,42
/ANTsX/ANTs/tree/master/Scripts,154,42
/ANTsX/ANTs/blob/master/Scripts/antsMultivariateTemplateConstruction2.sh,152,46
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyN.sh,150,46
/ANTsX/ANTs/wiki/ANTS-and-antsRegistration,147,109
/ANTsX/ANTs/tree/master/Examples,125,33
