referrer,views_total,views_unique
Google,2804,842
github.com,295,75
stnava.github.io,229,110
Bing,154,63
cn.bing.com,105,57
sourceforge.net,82,28
chatgpt.com,75,24
DuckDuckGo,64,23
andysbrainbook.readthedocs.io,31,15
mail.google.com,31,4
