referrer,views_total,views_unique
Google,1310,653
github.com,483,231
Bing,162,90
stnava.github.io,55,34
chatgpt.com,54,27
DuckDuckGo,29,20
doubao.com,27,6
search.brave.com,15,7
dataportal.brainminds.jp,14,7
perplexity.ai,12,3
