referrer,views_total,views_unique
Google,1992,758
Bing,170,74
stnava.github.io,153,69
github.com,144,68
chatgpt.com,66,45
DuckDuckGo,63,17
cn.bing.com,62,38
link.zhihu.com,28,10
ecosia.org,22,6
dataportal.brainminds.jp,20,8
