referrer,views_total,views_unique
Google,3131,868
stnava.github.io,615,169
github.com,386,97
Bing,235,78
sourceforge.net,130,40
cn.bing.com,87,38
DuckDuckGo,68,9
dataportal.brainminds.jp,47,13
andysbrainbook.readthedocs.io,45,26
link.zhihu.com,38,19
