referrer,views_total,views_unique
Google,2131,558
stnava.github.io,502,145
github.com,271,67
Bing,163,52
sourceforge.net,93,30
cn.bing.com,87,37
dataportal.brainminds.jp,54,10
link.zhihu.com,53,18
andysbrainbook.readthedocs.io,45,17
DuckDuckGo,31,8
