time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,114,66,396,176
2026-01-17 00:00:00+00:00,45,26,190,90
2026-01-18 00:00:00+00:00,44,27,164,89
2026-01-19 00:00:00+00:00,95,52,401,198
2026-01-20 00:00:00+00:00,72,52,459,189
2026-01-21 00:00:00+00:00,82,55,539,232
2026-01-22 00:00:00+00:00,150,84,511,182
2026-01-23 00:00:00+00:00,92,60,382,179
2026-01-24 00:00:00+00:00,40,27,131,71
2026-01-25 00:00:00+00:00,37,28,163,85
2026-01-26 00:00:00+00:00,71,59,423,173
2026-01-27 00:00:00+00:00,95,73,400,198
2026-01-28 00:00:00+00:00,93,68,457,208
2026-01-29 00:00:00+00:00,111,61,472,201
