time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-12 00:00:00+00:00,91,56,383,186
2025-08-13 00:00:00+00:00,108,78,431,185
2025-08-14 00:00:00+00:00,24,12,394,169
2025-08-15 00:00:00+00:00,181,155,325,131
2025-08-16 00:00:00+00:00,29,20,136,54
2025-08-17 00:00:00+00:00,45,31,138,56
2025-08-18 00:00:00+00:00,67,40,402,180
2025-08-19 00:00:00+00:00,69,44,307,135
2025-08-20 00:00:00+00:00,94,60,143,71
2025-08-21 00:00:00+00:00,74,48,336,156
2025-08-22 00:00:00+00:00,85,55,384,155
2025-08-23 00:00:00+00:00,69,33,119,48
2025-08-24 00:00:00+00:00,41,20,86,48
2025-08-25 00:00:00+00:00,65,39,400,170
