referrer,views_total,views_unique
Google,2713,815
stnava.github.io,548,181
github.com,243,82
Bing,143,52
sourceforge.net,93,36
cn.bing.com,80,39
andysbrainbook.readthedocs.io,53,30
DuckDuckGo,36,16
link.zhihu.com,31,15
dataportal.brainminds.jp,29,15
