referrer,views_total,views_unique
Google,2107,878
Bing,244,100
github.com,194,73
chatgpt.com,91,49
stnava.github.io,90,40
andysbrainbook.readthedocs.io,36,20
DuckDuckGo,36,17
search.brave.com,23,10
dataportal.brainminds.jp,22,10
Baidu,22,9
