referrer,views_total,views_unique
Google,2856,871
stnava.github.io,603,178
github.com,216,64
Bing,176,47
sourceforge.net,87,38
cn.bing.com,71,37
dataportal.brainminds.jp,59,11
DuckDuckGo,44,11
andysbrainbook.readthedocs.io,41,24
link.zhihu.com,41,19
