time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-01 00:00:00+00:00,106,82,156,56
2024-01-02 00:00:00+00:00,55,35,630,172
2024-01-03 00:00:00+00:00,51,38,437,145
2024-01-04 00:00:00+00:00,49,35,404,142
2024-01-05 00:00:00+00:00,112,73,512,153
2024-01-06 00:00:00+00:00,26,17,172,53
2024-01-07 00:00:00+00:00,29,18,255,57
2024-01-08 00:00:00+00:00,84,40,554,177
2024-01-09 00:00:00+00:00,66,43,609,197
2024-01-10 00:00:00+00:00,64,40,664,188
2024-01-11 00:00:00+00:00,77,47,772,185
2024-01-12 00:00:00+00:00,60,36,748,177
2024-01-13 00:00:00+00:00,24,15,216,57
2024-01-14 00:00:00+00:00,25,12,329,66
