referrer,views_total,views_unique
Google,2946,1155
Bing,255,79
github.com,200,86
stnava.github.io,143,62
cn.bing.com,127,57
chatgpt.com,55,32
sourceforge.net,41,20
DuckDuckGo,39,19
link.zhihu.com,31,11
nl.search.yahoo.com,27,1
