referrer,views_total,views_unique
Google,2800,752
stnava.github.io,631,192
github.com,369,81
sourceforge.net,178,45
Bing,151,50
DuckDuckGo,95,20
andysbrainbook.readthedocs.io,87,22
link.zhihu.com,76,23
dataportal.brainminds.jp,56,10
cn.bing.com,55,28
