referrer,views_total,views_unique
Google,824,465
github.com,371,159
Bing,96,49
chatgpt.com,66,35
stnava.github.io,62,24
search.brave.com,17,8
teams.public.onecdn.static.microsoft,12,2
DuckDuckGo,8,6
ai.gcschatgpt.com,8,2
ecosia.org,7,4
