referrer,views_total,views_unique
Google,2879,916
stnava.github.io,375,128
github.com,229,74
Bing,211,70
cn.bing.com,124,58
sourceforge.net,75,28
chatgpt.com,71,29
dataportal.brainminds.jp,60,19
DuckDuckGo,55,20
andysbrainbook.readthedocs.io,50,27
