referrer,views_total,views_unique
Google,908,485
github.com,363,159
Bing,108,66
chatgpt.com,56,28
DuckDuckGo,20,7
stnava.github.io,14,11
ecosia.org,13,6
andysbrainbook.readthedocs.io,13,3
link.gitcode.com,6,2
hub.docker.com,5,2
